Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,Fire Alarm
24.937,51.59,29,400,13131,20023,939.61,1.22,1.27,8.4,1.31,0.03,0
13.56,53.34,8,400,12726,19762,939.837,0.21,0.27,1.33,0.287,0.054,0
25.51,43.48,0,400,13299,21222,937.481,1.89,1.96,13.01,2.028,0.046,0
5.65,47.7,1293,400,12952,19404,938.703,2.3,2.39,15.85,2.471,0.056,1
26.85,48.11,1182,400,12898,19429,938.745,1.35,1.41,9.31,1.452,0.033,1
18.76,51.07,168,400,13147,20000,939.653,0.73,0.76,5.06,0.789,0.018,0
-2.583,50.76,1356,434,12978,19384,938.8,2.09,2.17,14.35,2.238,0.051,1
20.793,51.99,1253,403,12908,19413,938.691,1.79,1.86,12.31,1.919,0.043,1
39.16,38.79,9337,400,12883,19364,936.878,0.62,0.65,4.29,0.67,0.015,0
-8.764,48.35,43,400,13242,20175,939.704,1.73,1.79,11.88,1.852,0.042,1
-4.096,49.65,310,400,13100,19944,939.41,0.35,0.36,2.38,0.371,0.008,1
26.99,47.62,1266,400,12950,19414,938.757,1.85,1.92,12.74,1.986,0.045,1
26.2,52.17,1088,400,12906,19460,938.777,1.63,1.7,11.24,1.753,0.04,1
18.261,53.78,1203,414,12903,19432,938.709,1.79,1.86,12.34,1.924,0.043,1
0.864,47.98,174,436,12769,20543,937.323,1.92,2,13.25,2.065,0.047,0
14.196,47.39,1000,609,12813,19482,939.063,1.89,1.97,13.04,2.033,0.046,1
-9.055,48.76,25,400,13250,20211,939.706,3.09,3.21,21.28,3.319,0.075,1
20.4,51.01,134,400,13225,20078,939.63,1.96,2.04,13.51,2.106,0.048,1
26.8,47.31,1048,606,12812,19466,939.053,1.97,2.05,13.56,2.114,0.048,1
26.96,47.66,1325,406,12962,19399,938.735,2.16,2.25,14.88,2.32,0.052,1
24.71,52.73,1178,436,12869,19435,938.816,1.94,2.01,13.33,2.078,0.047,1
24.41,51.44,791,963,12643,19534,939.161,2.29,2.38,15.78,2.461,0.056,1
-10.669,54.17,1274,400,12975,19408,938.727,1.45,1.51,10.01,1.561,0.035,1
22.117,54.59,29,417,12559,19641,939.813,0,0,0,0.004,0.002,0
10.559,43.09,159,425,12778,20553,937.326,1.82,1.89,12.5,1.949,0.044,0
5.53,48.09,1283,400,12993,19399,938.824,2.05,2.13,14.13,2.203,0.05,1
26.318,52.1,2,400,13104,20002,939.678,0.76,0.79,5.25,0.819,0.019,0
6.122,52.16,1325,417,12986,19387,938.801,1.8,1.87,12.39,1.932,0.044,1
18.154,48.39,1126,400,12934,19447,938.703,1.8,1.87,12.4,1.933,0.044,1
26.15,46.75,128,413,12778,20587,937.364,1.7,1.77,11.73,1.829,0.041,0
14.24,49.84,0,400,12771,19783,939.83,0.13,0.15,0.86,0.159,0.019,0
27.09,43.22,84,418,12771,20667,937.567,2.05,2.13,14.09,2.197,0.05,0
24.68,52.93,1164,428,12860,19431,938.808,1.61,1.67,11.05,1.723,0.039,1
14.209,47,1109,451,12863,19453,938.857,1.73,1.8,11.89,1.855,0.042,1
28.45,42.41,131,402,12782,20583,937.391,1.98,2.05,13.6,2.121,0.048,0
14.799,62.09,600,400,13137,20545,937.077,1.12,1.16,7.68,1.198,0.027,0
13.168,52.42,1097,628,12806,19459,939.07,1.68,1.75,11.57,1.804,0.041,1
20.753,53.79,1147,402,12916,19434,938.707,1.58,1.64,10.87,1.695,0.038,1
1.135,55.16,927,684,12783,19496,939.111,1.75,1.82,12.05,1.88,0.042,1
25.93,47.58,1266,400,12937,19420,938.746,1.72,1.79,11.85,1.848,0.042,1
2.167,52.2,900,683,12787,19504,939.073,2.21,2.3,15.24,2.377,0.054,1
13.038,52.21,145,400,13154,20024,939.644,0.97,1.01,6.66,1.039,0.023,0
20.698,49.75,1276,424,12907,19411,938.71,1.39,1.45,9.6,1.497,0.034,1
26.56,49.44,1387,410,12972,19395,938.695,1.8,1.87,12.41,1.935,0.044,1
26.4,50.11,1155,400,12969,19444,938.752,1.89,1.96,12.99,2.025,0.046,1
9.656,45.9,210,400,13127,19966,939.64,0.77,0.8,5.31,0.829,0.019,0
-9.087,55.41,46,400,13244,20209,939.692,1.85,1.92,12.73,1.986,0.045,1
24.03,53.93,1065,648,12799,19467,939.068,2.25,2.34,15.5,2.418,0.055,1
17.48,49.96,68,400,13117,19989,939.644,0.91,0.94,6.24,0.973,0.022,0
17.905,48.3,4356,400,13207,19685,936.952,0.63,0.65,4.31,0.672,0.015,0
24.45,53.75,1369,410,12958,19385,938.71,1.91,1.99,13.17,2.054,0.046,1
21.18,49.67,234,400,13139,20037,939.547,0.44,0.46,3.02,0.471,0.011,1
20.559,48.09,1216,400,12920,19421,938.712,1.48,1.54,10.21,1.592,0.036,1
28.25,44.38,194,420,12772,20529,937.357,1.62,1.68,11.13,1.735,0.039,0
24.55,53.34,1300,401,12959,19394,938.741,1.68,1.75,11.57,1.805,0.041,1
26.57,48.42,1042,400,12996,19465,938.727,1.89,1.97,13.03,2.031,0.046,1
-17.404,18.74,60000,16884,11040,15818,936.777,10592.11,22332.89,44439.04,24916.152,11252.82,0
24.24,53.4,1147,625,12800,19445,939.052,1.98,2.06,13.65,2.129,0.048,1
-17.542,51.29,1389,404,12969,19378,938.704,1.9,1.98,13.11,2.044,0.046,1
26.56,46.1,65,409,12828,20698,937.545,1.97,2.05,13.56,2.114,0.048,0
27.06,47.54,1157,400,12909,19442,938.703,1.62,1.68,11.16,1.74,0.039,1
-5.166,59.82,583,574,12851,19677,939.237,2.58,2.68,17.76,2.769,0.063,1
28.75,41.63,104,400,12797,20608,937.358,1.74,1.81,12.01,1.873,0.042,0
18.63,55.3,337,400,13098,19923,939.341,0.25,0.26,1.72,0.268,0.006,1
20.843,50.76,1134,554,12830,19449,938.916,1.88,1.96,12.96,2.02,0.046,1
25.376,56.28,8,400,12783,19782,939.837,0.29,0.32,1.93,0.335,0.028,0
25.16,50.02,1348,413,12962,19393,938.755,2.08,2.16,14.32,2.233,0.05,1
43.68,18.34,45,400,13548,21116,936.789,0.87,0.91,6.02,0.938,0.021,0
16.616,47.24,1247,422,12886,19423,938.734,1.73,1.79,11.88,1.853,0.042,1
26.57,47.69,1023,646,12802,19470,939.078,2.53,2.63,17.41,2.714,0.061,1
18.424,51.57,1178,408,12904,19434,938.703,2.04,2.12,14.02,2.186,0.049,1
13.93,52.7,12,400,12808,19801,939.82,0.27,0.3,1.8,0.309,0.024,0
23.21,58.2,673,824,12716,19586,939.131,2.6,2.7,17.88,2.788,0.063,1
43.74,32.63,60000,1420,12279,18153,936.862,35.49,36.88,244.28,38.092,0.86,0
26.92,47.75,1172,465,12863,19442,938.916,2.22,2.31,15.29,2.384,0.054,1
23.764,44.42,26,409,12865,20771,937.592,2.39,2.48,16.42,2.56,0.058,0
26.058,52.1,0,400,13118,20017,939.704,0.65,0.68,4.5,0.702,0.016,0
26.5,49.66,1333,400,12970,19388,938.717,1.92,1.99,13.18,2.056,0.046,1
11.18,42.12,159,431,12771,20556,937.347,2.11,2.19,14.5,2.261,0.051,0
7.646,48.17,1067,400,13002,19464,938.707,2.4,2.5,16.54,2.579,0.058,1
19.64,54.2,149,400,13189,20126,939.643,1.41,1.46,9.67,1.508,0.034,1
18.89,54.64,242,400,13133,20033,939.617,0.69,0.71,4.72,0.735,0.017,1
-4.691,53.86,84,400,13233,20128,939.667,2.44,2.53,16.79,2.618,0.059,1
26.81,48.22,1327,400,12969,19391,938.69,1.97,2.04,13.54,2.111,0.048,1
24.8,52.43,1253,409,12915,19416,938.698,1.45,1.51,10,1.559,0.035,1
25.38,48.84,1222,417,12889,19430,938.771,1.46,1.52,10.06,1.57,0.035,1
22.28,48.84,29,400,13255,20193,939.711,2.26,2.35,15.58,2.429,0.055,1
25.65,53.99,1184,400,12936,19440,938.695,2,2.08,13.79,2.151,0.049,1
26.02,72.9,1260,400,13346,20312,937.089,0.82,0.86,5.68,0.885,0.02,0
26.98,47.73,1297,406,12996,19406,938.845,2.33,2.42,16.01,2.497,0.056,1
6.798,53.62,1036,665,12791,19469,939.083,2.14,2.22,14.72,2.295,0.052,1
2.46,53.6,1262,400,13004,19416,938.797,2.02,2.1,13.94,2.173,0.049,1
22.33,48.29,47,400,13243,20172,939.711,1.82,1.89,12.52,1.952,0.044,1
52,13.56,1505,400,13261,20248,936.821,1.06,1.1,7.28,1.135,0.026,0
18.698,52.92,1088,497,12849,19463,938.898,2.23,2.32,15.37,2.396,0.054,1
26.92,47.86,1314,403,12961,19390,938.714,1.94,2.02,13.35,2.082,0.047,1
20.9,55.31,114,400,13208,20159,939.646,1.46,1.51,10.04,1.565,0.035,1
12.005,48.84,1153,413,12887,19449,938.785,1.79,1.85,12.29,1.916,0.043,1
21.32,54.55,21,400,13257,20203,939.657,2.25,2.34,15.48,2.414,0.055,1
50.63,13.77,1203,400,13707,20374,936.684,0.73,0.76,5.03,0.784,0.018,0
24.48,53.46,1187,470,12857,19437,938.89,1.59,1.66,10.97,1.711,0.039,1
17.175,40.31,52,400,12836,20728,937.503,1.88,1.95,12.95,2.019,0.046,0
24.51,53.45,1329,401,12971,19395,938.751,2.4,2.49,16.51,2.574,0.058,1
20.05,49.48,245,400,13127,20025,939.583,0.46,0.47,3.14,0.49,0.011,1
16.295,48.06,1138,400,12903,19448,938.756,1.46,1.51,10.02,1.562,0.035,1
20.37,50.14,131,400,13177,20044,939.619,0.79,0.83,5.47,0.852,0.019,0
-0.166,42.33,209,451,12765,20511,937.347,1.81,1.88,12.46,1.943,0.044,0
28.67,42.72,191,424,12775,20522,937.371,1.68,1.74,11.56,1.802,0.041,0
24.72,51.73,1124,609,12812,19455,939.045,1.71,1.78,11.8,1.84,0.042,1
17.589,52.4,1117,593,12817,19447,939.045,2.04,2.12,14.06,2.192,0.05,1
23.92,53.94,1000,668,12790,19472,939.045,2.5,2.59,17.18,2.679,0.061,1
22.96,50.19,47,400,13135,20011,939.588,0.58,0.6,3.97,0.619,0.014,0
16.92,52.73,73,400,13112,19972,939.623,0.68,0.71,4.67,0.729,0.016,0
21.42,61.57,598,531,12875,19661,939.245,2.49,2.58,17.11,2.669,0.06,1
24.65,52.73,1105,500,12850,19450,938.916,1.52,1.58,10.48,1.634,0.037,1
19.06,55.18,195,400,13153,20075,939.619,0.81,0.85,5.6,0.874,0.02,1
23.11,56.07,896,693,12779,19507,939.094,2.22,2.3,15.25,2.378,0.054,1
20.758,48.65,185,426,12767,20531,937.341,2.02,2.1,13.9,2.168,0.049,0
23.46,55.12,975,694,12779,19487,939.097,2.22,2.31,15.29,2.384,0.054,1
12.166,48.24,1138,400,12883,19443,938.745,2.13,2.21,14.65,2.285,0.052,1
-9.239,55.04,11,400,13257,20216,939.729,2.31,2.4,15.93,2.483,0.056,1
26.77,48.49,1402,404,12975,19382,938.73,1.91,1.98,13.14,2.049,0.046,1
23.002,52.52,4,400,12630,19701,939.815,0.04,0.07,0.18,0.079,0.032,0
-4.749,51.06,245,400,13132,20022,939.529,0.49,0.5,3.34,0.521,0.012,1
-16.363,12.01,2605,400,13571,20016,936.691,0.76,0.79,5.2,0.811,0.018,0
-21.72,47.86,1339,400,12975,19395,938.722,1.81,1.88,12.48,1.945,0.044,1
22.05,49.44,43,400,13241,20179,939.66,1.91,1.98,13.15,2.05,0.046,1
20.12,53.43,32,400,13239,20182,939.657,2.26,2.34,15.52,2.421,0.055,1
-2.586,52.6,69,400,13257,20140,939.639,2.18,2.27,15.02,2.342,0.053,1
19.41,48.61,5,400,13156,20053,939.62,0.87,0.9,5.97,0.93,0.021,0
12.06,56.95,13,400,12891,19843,939.784,0.21,0.22,1.48,0.23,0.005,0
41.25,13.9,282,5820,12187,19825,930.911,1.47,1.53,10.13,1.579,0.036,1
5.491,47.21,1297,400,12957,19404,938.71,1.93,2,13.26,2.067,0.047,1
28.24,43.64,89,400,12786,20632,937.43,1.88,1.95,12.92,2.015,0.046,0
-21.818,54.15,1297,400,12968,19398,938.718,1.91,1.98,13.12,2.046,0.046,1
-6.699,55.82,202,400,13149,20063,939.603,0.64,0.66,4.38,0.683,0.015,1
43.56,31.57,10674,400,12862,19287,936.879,0.51,0.53,3.5,0.546,0.012,0
28.59,43.03,199,431,12770,20518,937.359,1.73,1.8,11.94,1.862,0.042,0
25.54,53.98,1272,400,12964,19414,938.679,1.8,1.87,12.41,1.935,0.044,1
26.571,38.98,64,423,12849,20724,937.573,2.21,2.3,15.22,2.373,0.054,0
19.23,50.98,318,400,13105,19945,939.4,0.33,0.34,2.25,0.351,0.008,1
46.13,30.01,60000,5210,11622,16980,936.878,1833.11,1904.53,12616.54,1967.4,44.436,0
13.008,48.58,1122,404,12888,19444,938.773,1.57,1.64,10.84,1.69,0.038,1
35.03,16.77,0,2266,12617,20692,930.936,1.15,1.19,7.9,1.232,0.028,1
24.259,39.71,43,400,12843,20732,937.522,2.05,2.13,14.09,2.198,0.05,0
18.57,52.92,37,400,13134,20009,939.625,0.64,0.66,4.39,0.685,0.015,0
15.505,52.83,1159,480,12854,19438,938.911,1.95,2.03,13.42,2.092,0.047,1
-8.679,40.8,60,400,12789,20663,937.459,1.93,2.01,13.31,2.075,0.047,0
8.751,53.09,1051,654,12792,19461,939.096,2.09,2.17,14.35,2.238,0.051,1
23.14,56.01,946,696,12778,19498,939.092,2.32,2.41,15.98,2.492,0.056,1
-5.041,50.53,338,400,13084,19923,939.294,0.26,0.27,1.79,0.279,0.006,1
12.106,53.67,1293,400,12949,19406,938.759,2.13,2.21,14.64,2.284,0.052,1
20,43.27,48,488,12844,20723,937.586,2.04,2.12,14.05,2.191,0.049,0
19.51,52.56,199,400,13153,20070,939.642,1.09,1.13,7.51,1.171,0.026,1
18.561,47.23,1151,508,12847,19447,938.888,1.91,1.98,13.13,2.048,0.046,1
19.79,54.11,46,400,13244,20204,939.72,2.14,2.22,14.71,2.294,0.052,1
27.6,46.98,98,400,12800,20627,937.382,2.14,2.23,14.76,2.301,0.052,0
59.79,11.3,60000,4899,11673,17164,936.75,632.22,787.48,4023.14,834.758,142.119,0
12.615,48.53,1180,400,12882,19438,938.731,2.15,2.24,14.81,2.309,0.052,1
25.58,47.81,1233,436,12863,19423,938.791,1.67,1.74,11.51,1.795,0.041,1
7.614,48.56,1300,403,12992,19395,938.813,1.78,1.85,12.27,1.913,0.043,1
-4.091,49.96,281,400,13123,19981,939.426,0.47,0.48,3.21,0.5,0.011,1
20.394,53.13,1239,407,12910,19420,938.719,1.65,1.71,11.35,1.77,0.04,1
20.85,51.01,226,400,13140,20039,939.57,0.37,0.39,2.56,0.399,0.009,1
26.99,47.72,1402,407,12967,19384,938.723,1.62,1.68,11.15,1.738,0.039,1
26.77,48.3,1210,400,12951,19421,938.759,2.04,2.12,14.05,2.191,0.049,1
20.4,53.58,323,400,13101,19937,939.362,0.54,0.56,3.73,0.581,0.013,1
21.9,50.28,45,400,13264,20172,939.657,2.22,2.3,15.25,2.379,0.054,1
18.37,52.82,1245,410,12919,19417,938.698,1.75,1.82,12.03,1.875,0.042,1
17.02,48.9,40,400,13121,20012,939.608,1.19,1.24,8.22,1.282,0.029,0
26.88,47.49,1124,570,12824,19451,938.967,1.95,2.02,13.4,2.09,0.047,1
16.92,53.37,0,400,13116,20017,939.711,0.5,0.52,3.46,0.539,0.012,0
-21.285,49.17,1406,421,12958,19375,938.731,2.25,2.34,15.49,2.415,0.055,1
-16.667,18.29,60000,15297,11109,15979,936.773,6807.26,12221.68,33914.17,13464.238,5163.273,0
20.88,50.21,273,400,13127,19995,939.459,0.36,0.37,2.45,0.382,0.009,1
12.169,53.35,1184,429,12871,19433,938.823,1.93,2,13.28,2.071,0.047,1
25.89,53.42,1310,400,12977,19401,938.714,2.08,2.16,14.33,2.235,0.05,1
15.519,52.54,1130,486,12854,19443,938.912,1.89,1.97,13.02,2.03,0.046,1
26.8,47.26,1166,400,13039,19450,938.767,2.35,2.44,16.18,2.524,0.057,1
27.04,47.76,1367,403,12976,19391,938.694,1.67,1.74,11.5,1.793,0.041,1
20.758,46.89,1118,542,12838,19446,938.916,2.4,2.49,16.49,2.571,0.058,1
27.15,46.83,1117,513,12846,19446,938.874,1.93,2.01,13.3,2.073,0.047,1
-7.985,52.82,180,400,13166,20083,939.68,1.01,1.05,6.98,1.089,0.025,1
6.33,50.72,1009,649,12798,19480,939.085,2.3,2.39,15.83,2.469,0.056,1
14.951,52.41,1147,479,12857,19442,938.897,2.1,2.18,14.44,2.252,0.051,1
19.824,52.49,1097,573,12825,19452,939.006,2.22,2.31,15.27,2.381,0.054,1
20.113,22.64,23285,649,12691,18897,936.873,0.64,0.67,4.44,0.692,0.016,0
-8.97,54.19,19,400,13255,20202,939.699,2.24,2.32,15.4,2.401,0.054,1
18.09,52.89,0,400,13150,20057,939.625,0.62,0.65,4.3,0.67,0.015,0
19.863,47.85,1218,406,12909,19418,938.701,1.58,1.65,10.9,1.7,0.038,1
18.99,52.9,352,400,13076,19906,939.291,0.24,0.25,1.66,0.258,0.006,1
12.72,52.02,1107,400,12898,19456,938.738,1.76,1.82,12.09,1.885,0.043,1
-4.809,55.72,265,400,13126,20008,939.504,0.51,0.53,3.51,0.548,0.012,1
26.2,48.57,1007,661,12793,19482,939.069,2.21,2.3,15.23,2.374,0.054,1
19.5,56.87,292,400,13125,19978,939.389,0.3,0.31,2.07,0.323,0.007,1
-6.391,49.48,212,400,13148,20053,939.597,0.78,0.81,5.35,0.834,0.019,1
22.17,53.89,317,400,13117,19892,939.672,1.47,1.53,10.15,1.583,0.036,1
25.111,52.51,0,400,13160,20062,939.606,0.84,0.88,5.8,0.904,0.02,0
24.61,53.2,1367,411,12955,19381,938.752,2,2.07,13.73,2.142,0.048,1
23.811,45.12,69,400,12830,20698,937.546,1.82,1.89,12.54,1.955,0.044,0
21.02,45.66,115,400,13179,20060,939.644,0.98,1.02,6.77,1.055,0.024,0
19.89,60.74,285,400,13135,19923,939.664,1.54,1.6,10.57,1.648,0.037,1
26.94,44.67,28,426,12853,20761,937.596,2.27,2.36,15.61,2.434,0.055,0
-10.382,52.81,1371,403,12953,19385,938.709,1.46,1.52,10.07,1.57,0.035,1
2.853,48.87,1341,408,12949,19390,938.689,1.86,1.94,12.83,2.001,0.045,1
17.006,53.16,1051,400,12919,19467,938.714,1.79,1.86,12.33,1.922,0.043,1
1.035,53.92,1400,420,12942,19381,938.702,2,2.07,13.74,2.142,0.048,1
16.497,52.2,1092,400,12910,19454,938.745,1.5,1.56,10.32,1.609,0.036,1
19.83,47.48,0,400,13186,20085,939.652,0.9,0.93,6.17,0.963,0.022,0
10.463,53.31,1092,400,12993,19455,938.752,2.01,2.09,13.82,2.155,0.049,1
-4.366,52.97,321,400,13094,19938,939.362,0.23,0.23,1.55,0.242,0.005,1
58.46,17.82,60000,13573,11196,16261,936.786,9333.29,15615.68,49366.27,17095.672,5971.5,0
-6.437,47.5,1283,400,13004,19419,938.809,2.1,2.19,14.48,2.258,0.051,1
24.92,51.56,1398,416,12957,19372,938.761,2.12,2.2,14.6,2.277,0.051,1
-4.545,51.49,319,400,13109,19948,939.377,0.36,0.37,2.45,0.382,0.009,1
-21.449,49.39,1369,406,12971,19386,938.736,1.85,1.92,12.72,1.984,0.045,1
-4.428,60.04,852,969,12644,19512,939.144,2.53,2.62,17.38,2.711,0.061,1
12.141,53.06,1134,404,12875,19446,938.764,1.83,1.9,12.57,1.961,0.044,1
1.345,40.77,69,400,12789,20677,937.554,2.12,2.2,14.57,2.273,0.051,0
11.95,56.36,0,400,12854,19822,939.844,0.13,0.14,0.92,0.143,0.003,0
24.49,53.55,1379,408,12969,19380,938.713,2.09,2.17,14.37,2.24,0.051,1
18.86,53.29,285,400,13121,19989,939.492,0.57,0.6,3.95,0.617,0.014,1
-6.711,53.41,1341,403,12954,19396,938.734,1.64,1.7,11.26,1.755,0.04,1
20.84,55.22,0,400,13276,20237,939.717,2.33,2.42,16,2.496,0.056,1
15.813,14.26,33978,747,12631,18717,936.895,0.93,0.97,6.42,1,0.023,0
25.62,53.35,1069,533,12837,19470,938.956,1.76,1.83,12.09,1.886,0.043,1
-4.659,41.2,74,400,12797,20655,937.393,1.73,1.8,11.9,1.856,0.042,0
13.694,15.99,577,400,13757,20620,936.663,0.68,0.71,4.69,0.732,0.017,0
22.26,56.85,735,762,12753,19549,939.169,2.57,2.67,17.7,2.76,0.062,1
-5.665,53.76,1281,400,12999,19405,938.796,1.7,1.76,11.68,1.821,0.041,1
26.85,48.17,1321,400,12977,19398,938.712,1.68,1.74,11.54,1.799,0.041,1
13.429,45.73,107,400,13174,20054,939.65,1.06,1.1,7.29,1.137,0.026,0
-9.206,49.89,43,400,13254,20211,939.721,3.01,3.13,20.74,3.234,0.073,1
21.91,50.3,47,400,13239,20178,939.685,2.05,2.13,14.08,2.196,0.05,1
15.922,47.2,1164,483,12859,19435,938.912,1.88,1.96,12.96,2.021,0.046,1
25.58,53.82,1293,400,12961,19419,938.712,2.39,2.48,16.44,2.564,0.058,1
-4.39,47.57,1339,405,12959,19406,938.713,1.84,1.91,12.65,1.972,0.045,1
26.84,48.1,1149,413,12881,19444,938.808,1.66,1.72,11.42,1.781,0.04,1
-12.501,50.38,1346,406,12960,19388,938.737,2.04,2.12,14.03,2.187,0.049,1
20.146,52.15,0,400,12454,19230,939.757,0.89,3.71,0,4.289,2.73,0
26.53,49.7,1126,404,12906,19442,938.706,1.66,1.73,11.44,1.784,0.04,1
24.45,53.72,1371,406,12963,19386,938.722,1.81,1.88,12.45,1.941,0.044,1
-14.48,47.6,1325,400,12976,19405,938.71,1.77,1.84,12.22,1.905,0.043,1
16.753,50.16,86,400,13183,20084,939.615,0.83,0.86,5.7,0.889,0.02,0
26.43,50.7,1187,400,12919,19433,938.71,1.68,1.74,11.53,1.798,0.041,1
20.54,51.33,1208,400,12922,19427,938.709,1.57,1.63,10.81,1.686,0.038,1
-5.223,56.64,384,400,13039,19888,939.264,0.33,0.34,2.28,0.356,0.008,1
0.984,46.51,174,400,13210,20036,939.665,1.98,2.06,13.64,2.127,0.048,1
12.801,52.27,1170,420,12884,19441,938.743,1.92,1.99,13.21,2.059,0.047,1
-8.632,54.9,121,400,13203,20148,939.663,1.97,2.04,13.53,2.109,0.048,1
-0.964,53.96,1356,413,12948,19386,938.681,1.81,1.88,12.47,1.944,0.044,1
24.55,53.35,1184,429,12871,19433,938.823,1.93,2,13.28,2.071,0.047,1
-5.083,62.87,621,554,12863,19637,939.246,2.5,2.6,17.21,2.683,0.061,1
16.019,62.11,2304,400,13349,20043,937.012,0.63,0.65,4.32,0.673,0.015,0
21.78,49.26,154,400,13183,20114,939.653,1.32,1.37,9.08,1.416,0.032,1
27.115,49.93,0,400,13033,19944,939.746,0.19,0.19,1.29,0.201,0.005,0
21.29,49.85,202,400,13151,20061,939.598,0.86,0.89,5.89,0.919,0.021,1
-21.884,47.91,1379,401,12976,19386,938.707,1.61,1.67,11.09,1.729,0.039,1
24.69,52.2,1009,571,12825,19476,938.988,2.38,2.47,16.35,2.55,0.058,1
22.25,48.19,72,400,13240,20150,939.64,2.08,2.16,14.28,2.227,0.05,1
27.23,47.89,90,400,12798,20624,937.401,1.91,1.98,13.13,2.047,0.046,0
24.41,53.98,1239,407,12923,19420,938.705,1.78,1.85,12.22,1.906,0.043,1
17.86,53.26,65,400,13194,20117,939.616,1.11,1.15,7.64,1.191,0.027,0
57.57,12.16,60000,1022,12492,18121,936.702,334.91,400.05,2174.15,421.747,58.686,0
12.585,53.49,1172,408,12883,19435,938.748,1.69,1.76,11.66,1.818,0.041,1
-6.92,14.74,1528,400,13684,20289,936.67,0.78,0.81,5.39,0.841,0.019,0
24.79,52.4,1096,438,12873,19453,938.827,1.72,1.79,11.83,1.845,0.042,1
37.7,14.49,393,4263,12328,20225,930.917,1.55,1.61,10.67,1.664,0.038,1
19.16,54.74,197,400,13153,20069,939.634,1,1.04,6.88,1.073,0.024,1
12.581,45.21,0,400,13181,20978,937.466,1.83,1.9,12.6,1.965,0.044,0
54.11,20.14,44331,865,12562,18557,936.896,0.71,0.74,4.91,0.766,0.017,0
24.963,56.15,8,400,12740,19749,939.835,0.19,0.23,1.23,0.241,0.035,0
19.757,33.3,11711,479,12776,19217,936.892,0.44,0.45,3,0.468,0.011,0
-8.795,54.08,1350,415,12954,19386,938.709,2.4,2.49,16.49,2.571,0.058,1
13.49,57.68,0,400,12938,19890,939.775,0.26,0.27,1.78,0.277,0.006,0
24.47,53.13,1090,560,12832,19465,938.971,1.75,1.82,12.06,1.88,0.042,1
24.95,50.98,889,733,12762,19508,939.139,2.28,2.36,15.66,2.442,0.055,1
24.58,52.61,1082,586,12823,19462,939.043,1.99,2.06,13.67,2.132,0.048,1
20.36,57.82,297,400,13125,19915,939.677,1.76,1.83,12.12,1.89,0.043,1
20.558,49.81,1218,559,12824,19435,938.896,2.19,2.28,15.11,2.356,0.053,1
20.628,53.19,1113,540,12830,19449,938.883,2.09,2.17,14.39,2.244,0.051,1
0.52,47.34,1392,422,12943,19385,938.687,2.02,2.1,13.89,2.166,0.049,1
17.02,54.02,6,400,13157,20050,939.63,0.75,0.78,5.19,0.81,0.018,0
-3.769,50.3,103,400,13233,20106,939.665,2.58,2.68,17.77,2.77,0.063,1
26.71,48.78,1187,405,12926,19433,938.688,1.52,1.58,10.49,1.636,0.037,1
26.1,46.94,108,409,12784,20613,937.387,1.92,1.99,13.2,2.058,0.046,0
-19.882,48.45,1356,400,12978,19395,938.717,1.7,1.76,11.69,1.822,0.041,1
26.85,47.42,1040,588,12825,19480,939.01,1.99,2.07,13.68,2.134,0.048,1
-4.523,56.63,257,400,13126,20008,939.503,0.37,0.39,2.56,0.399,0.009,1
16.596,47.74,1178,406,12924,19425,938.732,1.7,1.77,11.7,1.824,0.041,1
12.508,48.2,1145,403,12889,19443,938.739,2.02,2.1,13.92,2.171,0.049,1
51.68,22.44,35832,782,12614,18695,936.892,0.52,0.54,3.56,0.555,0.013,0
16.999,46.97,1051,578,12827,19473,939.011,1.98,2.05,13.61,2.122,0.048,1
-21.011,53.92,1406,413,12969,19381,938.692,1.68,1.74,11.54,1.799,0.041,1
21.85,58.06,696,829,12713,19563,939.142,2.53,2.63,17.41,2.714,0.061,1
26.88,47.88,1186,402,12890,19434,938.769,1.61,1.67,11.08,1.728,0.039,1
-1.338,52.47,885,692,12782,19509,939.079,2.17,2.25,14.9,2.324,0.052,1
20.84,46.2,96,400,13190,20083,939.666,1.04,1.09,7.19,1.121,0.025,0
18.64,55.86,372,400,13058,19897,939.277,0.42,0.44,2.9,0.453,0.01,1
18.92,53.31,1113,511,12850,19451,938.885,1.99,2.06,13.66,2.131,0.048,1
-19.959,52.55,1231,400,12982,19420,938.778,1.84,1.91,12.67,1.975,0.045,1
26.95,47.62,1145,410,12882,19442,938.794,1.86,1.93,12.79,1.994,0.045,1
17.615,47.47,1094,400,12920,19459,938.713,1.88,1.95,12.91,2.012,0.045,1
22.3,48.43,43,400,13243,20170,939.673,2.22,2.31,15.31,2.388,0.054,1
20.284,52.43,1059,566,12826,19466,939.008,1.84,1.92,12.69,1.979,0.045,1
28.88,41.29,127,400,12788,20589,937.354,1.93,2,13.26,2.068,0.047,0
26.19,46.96,92,405,12778,20655,937.567,2.07,2.15,14.24,2.221,0.05,0
27.102,51.27,0,400,13048,19953,939.755,0.22,0.23,1.51,0.235,0.005,0
18.676,52.37,1134,402,12912,19444,938.714,1.68,1.75,11.57,1.805,0.041,1
24.54,52.75,1051,577,12824,19465,938.981,2.41,2.51,16.6,2.588,0.058,1
15.887,52.95,72,400,13194,20100,939.656,1.19,1.23,8.18,1.275,0.029,0
